	binary, take more meds than needed		
dementia diagnosis	disagree	agree	Total
	Prop.	Prop.	Prop.
no dementia diagnosis	0.7488	0.2512	1.0000
dementia diagnosed	0.8242	0.1758	1.0000
Total	0.7752	0.2248	1.0000

