	binary, take more meds than needed		
self-rated health	disagree	agree	Total
	Prop.	Prop.	Prop.
excellent/very good	0.8925	0.1075	1.0000
good	0.8015	0.1985	1.0000
fair/poor	0.6790	0.3210	1.0000
Total	0.7746	0.2254	1.0000

