	binary, willing to stop take meds		
binary, take more meds than needed	disagree	agree	Total
	Prop.	Prop.	Prop.
disagree	0.1085	0.6618	0.7703
agree	0.0172	0.2125	0.2297
Total	0.1256	0.8744	1.0000

