	binary, willing to stop take meds		
binary, take more meds than needed	disagree	agree	Total
	Prop.	Prop.	Prop.
disagree	0.1687	0.6743	0.8430
agree	0.0250	0.1321	0.1570
Total	0.1936	0.8064	1.0000

