	binary, willing to stop take meds		
binary, take more meds than needed	disagree	agree	Total
	Prop.	Prop.	Prop.
disagree	0.1502	0.6652	0.8155
agree	0.0046	0.1800	0.1845
Total	0.1548	0.8452	1.0000

