	binary, willing to stop take meds		
binary, take more meds than needed	disagree	agree	Total
	Prop.	Prop.	Prop.
disagree	0.0984	0.6607	0.7591
agree	0.0142	0.2267	0.2409
Total	0.1127	0.8873	1.0000

