	uncomfortable taking 5 or more pills		
education	disagree	agree	Total
	Prop.	Prop.	Prop.
below high school	0.4754	0.5246	1.0000
high school	0.4089	0.5911	1.0000
beyond high school	0.4938	0.5062	1.0000
Total	0.4660	0.5340	1.0000

