	uncomfortable taking 5 or more pills		
race	disagree	agree	Total
	Prop.	Prop.	Prop.
white, non-hispanic	0.4565	0.5435	1.0000
black, non-hispanic	0.3909	0.6091	1.0000
hispanic	0.4696	0.5304	1.0000
other	0.6539	0.3461	1.0000
Total	0.4662	0.5338	1.0000

