	uncomfortable taking 5 or more pills		
number of adl dependencies >=2	disagree	agree	Total
	Prop.	Prop.	Prop.
<2	0.4370	0.5630	1.0000
>=2	0.6237	0.3763	1.0000
Total	0.4660	0.5340	1.0000

