	uncomfortable taking 5 or more pills		
education	disagree	agree	Total
	Prop.	Prop.	Prop.
below high school	0.4988	0.5012	1.0000
high school	0.4094	0.5906	1.0000
beyond high school	0.5481	0.4519	1.0000
Total	0.4957	0.5043	1.0000

