	uncomfortable taking 5 or more pills		
biological sex	disagree	agree	Total
	Prop.	Prop.	Prop.
male	0.5561	0.4439	1.0000
female	0.4526	0.5474	1.0000
Total	0.4957	0.5043	1.0000

