	binary, willing to stop take meds		
number of adl dependencies >=2	disagree	agree	Total
	Prop.	Prop.	Prop.
<2	0.1090	0.8910	1.0000
>=2	0.1676	0.8324	1.0000
Total	0.1264	0.8736	1.0000

