	binary, willing to stop take meds		
education	disagree	agree	Total
	Prop.	Prop.	Prop.
below high school	0.1276	0.8724	1.0000
high school	0.1258	0.8742	1.0000
beyond high school	0.1256	0.8744	1.0000
Total	0.1264	0.8736	1.0000

