	binary, take more meds than needed		
education	disagree	agree	Total
	Prop.	Prop.	Prop.
below high school	0.7695	0.2305	1.0000
high school	0.7175	0.2825	1.0000
beyond high school	0.8109	0.1891	1.0000
Total	0.7735	0.2265	1.0000

