	binary, take more meds than needed		
self-rated health	disagree	agree	Total
	Prop.	Prop.	Prop.
excellent/very good	0.9052	0.0948	1.0000
good	0.7948	0.2052	1.0000
fair/poor	0.6252	0.3748	1.0000
Total	0.7727	0.2273	1.0000

