	binary, take more meds than needed		
number of regular medications	disagree	agree	Total
	Prop.	Prop.	Prop.
less than 6	0.8639	0.1361	1.0000
6 or more	0.6872	0.3128	1.0000
Total	0.7699	0.2301	1.0000

