	binary, willing to stop take meds		
marital status	disagree	agree	Total
	Prop.	Prop.	Prop.
married or living with partner	0.0909	0.9091	1.0000
separated, divorced, widowed, never married	0.1471	0.8529	1.0000
Total	0.1264	0.8736	1.0000

