	binary, willing to stop take meds		
proxy status	disagree	agree	Total
	Prop.	Prop.	Prop.
sample person	0.1062	0.8938	1.0000
proxy respondent	0.1826	0.8174	1.0000
Total	0.1264	0.8736	1.0000

