	binary, willing to stop take meds		
race	disagree	agree	Total
	Prop.	Prop.	Prop.
white, non-hispanic	0.1036	0.8964	1.0000
black, non-hispanic	0.2616	0.7384	1.0000
hispanic	0.1488	0.8512	1.0000
other	0.1192	0.8808	1.0000
Total	0.1318	0.8682	1.0000

