	binary, willing to stop take meds		
self-rated health	disagree	agree	Total
	Prop.	Prop.	Prop.
excellent/very good	0.0660	0.9340	1.0000
good	0.1524	0.8476	1.0000
fair/poor	0.1406	0.8594	1.0000
Total	0.1240	0.8760	1.0000

