	binary, take more meds than needed		
race	disagree	agree	Total
	Prop.	Prop.	Prop.
white, non-hispanic	0.7878	0.2122	1.0000
black, non-hispanic	0.7997	0.2003	1.0000
hispanic	0.8250	0.1750	1.0000
other	0.4891	0.5109	1.0000
Total	0.7681	0.2319	1.0000

