	binary, take more meds than needed		
marital status	disagree	agree	Total
	Prop.	Prop.	Prop.
married or living with partner	0.7921	0.2079	1.0000
separated, divorced, widowed, never married	0.7624	0.2376	1.0000
Total	0.7735	0.2265	1.0000

