	binary, willing to stop take meds		
binary, take more meds than needed	disagree	agree	Total
	Prop.	Prop.	Prop.
disagree	0.1601	0.6881	0.8483
agree	0.0269	0.1248	0.1517
Total	0.1870	0.8130	1.0000

