	binary, willing to stop take meds		
binary, take more meds than needed	disagree	agree	Total
	Prop.	Prop.	Prop.
disagree	0.1054	0.6498	0.7551
agree	0.0185	0.2264	0.2449
Total	0.1238	0.8762	1.0000

