	binary, willing to stop take meds		
race	disagree	agree	Total
	Prop.	Prop.	Prop.
white, non-hispanic	0.0720	0.9280	1.0000
black, non-hispanic	0.2528	0.7472	1.0000
hispanic	0.2265	0.7735	1.0000
other	0.0260	0.9740	1.0000
Total	0.1088	0.8912	1.0000

