	binary, willing to stop take meds		
proxy status	disagree	agree	Total
	Prop.	Prop.	Prop.
sample person	0.1062	0.8938	1.0000
proxy respondent	0.0000	0.0000	1.0000
Total	0.1062	0.8938	1.0000

