	binary, willing to stop take meds		
education	disagree	agree	Total
	Prop.	Prop.	Prop.
below high school	0.1389	0.8611	1.0000
high school	0.0931	0.9069	1.0000
beyond high school	0.0855	0.9145	1.0000
Total	0.1062	0.8938	1.0000

