	binary, willing to stop take meds		
marital status	disagree	agree	Total
	Prop.	Prop.	Prop.
married or living with partner	0.0476	0.9524	1.0000
separated, divorced, widowed, never married	0.1384	0.8616	1.0000
Total	0.1062	0.8938	1.0000

