	binary, willing to stop take meds		
self-rated health	disagree	agree	Total
	Prop.	Prop.	Prop.
excellent/very good	0.0514	0.9486	1.0000
good	0.1584	0.8416	1.0000
fair/poor	0.0957	0.9043	1.0000
Total	0.1029	0.8971	1.0000

