	binary, willing to stop take meds		
number of adl dependencies >=2	disagree	agree	Total
	Prop.	Prop.	Prop.
<2	0.0983	0.9017	1.0000
>=2	0.1480	0.8520	1.0000
Total	0.1062	0.8938	1.0000

