	uncomfortable taking 5 or more pills		
binary, take more meds than needed	disagree	agree	Total
	Prop.	Prop.	Prop.
disagree	0.458	0.542	1.000
agree	0.465	0.535	1.000
Total	0.460	0.540	1.000

