	binary, take more meds than needed		
fall in last month	disagree	agree	Total
	Prop.	Prop.	Prop.
no falls	0.7754	0.2246	1.0000
fallen	0.7712	0.2288	1.0000
Total	0.7747	0.2253	1.0000

