	binary, take more meds than needed		
number of adl dependencies >=2	disagree	agree	Total
	Prop.	Prop.	Prop.
<2	0.7683	0.2317	1.0000
>=2	0.7911	0.2089	1.0000
Total	0.7752	0.2248	1.0000

