	binary, take more meds than needed		
education	disagree	agree	Total
	Prop.	Prop.	Prop.
below high school	0.7201	0.2799	1.0000
high school	0.7499	0.2501	1.0000
beyond high school	0.8439	0.1561	1.0000
Total	0.7752	0.2248	1.0000

