	binary, willing to stop take meds		
binary, take more meds than needed	disagree	agree	Total
	Prop.	Prop.	Prop.
disagree	0.0711	0.6330	0.7041
agree	0.0204	0.2755	0.2959
Total	0.0916	0.9084	1.0000

