	binary, willing to stop take meds		
binary, take more meds than needed	disagree	agree	Total
	Prop.	Prop.	Prop.
disagree	0.1090	0.6382	0.7472
agree	0.0141	0.2387	0.2528
Total	0.1232	0.8768	1.0000

