	binary, willing to stop take meds		
binary, take more meds than needed	disagree	agree	Total
	Prop.	Prop.	Prop.
disagree	0.0894	0.6276	0.7170
agree	0.0192	0.2638	0.2830
Total	0.1086	0.8914	1.0000

