	binary, willing to stop take meds		
binary, take more meds than needed	disagree	agree	Total
	Prop.	Prop.	Prop.
disagree	0.0827	0.5934	0.6762
agree	0.0056	0.3182	0.3238
Total	0.0884	0.9116	1.0000

