	binary, willing to stop take meds		
binary, take more meds than needed	disagree	agree	Total
	Prop.	Prop.	Prop.
disagree	0.0826	0.6585	0.7411
agree	0.0143	0.2446	0.2589
Total	0.0969	0.9031	1.0000

